ptid,methods,Analyte,Type,Well,Description,FI,FI - Bkgd,Std Dev,%CV,Conc in Range,Obs Conc,Obs Conc Std Dev,Obs Conc %CV,Exp Conc,(Obs/Exp) * 100,Dilution,Bead Count,batch.x,Sample ID,Conditions,Dilution factor,Note,protein concentration (mcg/ml),batch.y,Sample,normCon
3996,tissue,IL-33 (47),X19,"E7,F7",Sample ID: 3996 tissue,3290.8,3270.5,134.7,4.09,897.19,897.19,39.57,4.41,NA,NA,1,"50,50",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,0.289438406
3999,epithelial brushings,IL-33 (47),X4,"G3,H3",Sample ID: 3999 Pellet,885.3,866.3,6.01,0.68,215.46,215.46,1.41,0.65,NA,NA,2,"128,108",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,0.05786453
3999,tissue,IL-33 (47),X14,"C6,D6",Sample ID: 3999 Tissue,8390,8371,74.95,0.89,1107.62,1107.62,12.49,1.13,NA,NA,1,"50,52",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,0.417736462
4001,epithelial brushings,IL-33 (47),X5,"A4,B4",Sample ID: 4001 Pellet,206.3,187.3,16.62,8.06,25.11,25.11,2.18,8.67,NA,NA,1,"50,50",expt2,4001 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,7202.9292,expt2,X5,0.003486082
4001,mucus,IL-33 (47),X23,"E8,F8",Sample ID: 4001 Sponge,144.3,125.3,25.1,17.4,16.84,16.84,3.42,20.32,NA,NA,1,"54,50",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,IL-33 (47),X15,"E6,F6",Sample ID: 4001 Tissue,13155.3,13136.3,155.21,1.18,2097.1,2097.1,40.52,1.93,NA,NA,1,"50,50",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,0.302819467
4002,epithelial brushings,IL-33 (47),X6,"C4,D4",Sample ID: 4002 Pellet,194,173.8,10.61,5.47,47.49,47.49,2.88,6.06,NA,NA,1,"88,86",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,0.009621201
4002,mucus,IL-33 (47),X31,"E10,F10",Sample ID: 4002 mucus,3869,3848.8,110.31,2.85,1069.99,1069.99,33.54,3.13,NA,NA,1,"50,50",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,IL-33 (47),X20,"G7,H7",Sample ID: 4002 tissue,2252.3,2232,53.39,2.37,600.67,600.67,14.84,2.47,NA,NA,1,"68,73",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,0.457268322
4006,epithelial brushings,IL-33 (47),X7,"E4,F4",Sample ID: 4006 Pellet,4324.5,4304.3,424.97,9.83,3631.5,3631.5,399.09,10.98,NA,NA,3,"50,50",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,2.054235203
4006,mucus,IL-33 (47),X32,"G10,H10",Sample ID: 4006 mucus,9311.5,9291.3,365.57,3.93,3099.85,3099.85,169.37,5.46,NA,NA,1,"55,50",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,IL-33 (47),X21,"A8,B8",Sample ID: 4006 tissue,360,339.8,27.58,7.66,92.04,92.04,7.35,7.98,NA,NA,1,"50,50",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,0.237923028
4007,epithelial brushings,IL-33 (47),X8,"G4,H4",Sample ID: 4007 Pellet,2848.5,2828.3,31.82,1.12,2306.68,2306.68,27.35,1.19,NA,NA,3,"161,109",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,1.142677222
4007,tissue,IL-33 (47),X22,"C8,D8",Sample ID: 4007 tissue,642,621.8,4.24,0.66,166.8,166.8,1.12,0.67,NA,NA,1,"19,24",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,0.075548795
4012,epithelial brushings,IL-33 (47),X9,"A5,B5",Sample ID: 4012 Pellet,4417.5,4397.3,389.62,8.82,2479.39,2479.39,245.39,9.89,NA,NA,2,"60,63",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,0.697184386
4012,mucus,IL-33 (47),X33,"A11,B11",Sample ID: 4012 mucus,5062.8,5042.5,211.78,4.18,1447.29,1447.29,69.64,4.81,NA,NA,1,"50,50",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,IL-33 (47),X23,"E8,F8",Sample ID: 4012 tissue,5514,5493.8,62.93,1.14,1598.04,1598.04,21.36,1.34,NA,NA,1,"16,14",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,0.506429048
4023,epithelial brushings,IL-33 (47),X10,"C5,D5",Sample ID: 4023 Pellet,606.5,586.3,68.59,11.31,157.41,157.41,18.14,11.53,NA,NA,1,"49,50",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,0.023555047
4023,mucus,IL-33 (47),X34,"C11,D11",Sample ID: 4023 mucus,2037.8,2017.5,223.09,10.95,541.35,541.35,61.39,11.34,NA,NA,1,"50,50",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4023,tissue,IL-33 (47),X24,"G8,H8",Sample ID: 4023 tissue,1390.8,1370.5,18.74,1.35,365.72,365.72,5.02,1.37,NA,NA,1,"50,52",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,0.088281577
4027,epithelial brushings,IL-33 (47),X11,"E5,F5",Sample ID: 4027 Pellet,4269,4248.8,165.46,3.88,2386.32,2386.32,103.21,4.32,NA,NA,2,"67,71",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,0.80447034
4027,mucus,IL-33 (47),X35,"E11,F11",Sample ID: 4027 mucus,1425.8,1405.5,63.29,4.44,375.11,375.11,16.99,4.53,NA,NA,1,"50,50",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,IL-33 (47),X25,"A9,B9",Sample ID: 4027 tissue,9020.5,9000.3,307.59,3.41,2966.85,2966.85,138.74,4.67,NA,NA,1,"50,55",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,1.265243878
4031,epithelial brushings,IL-33 (47),X6,"C4,D4",Sample ID: 4031 Pellet,791.8,772.8,124.1,15.67,96.73,96.73,14.65,15.15,NA,NA,1,"36,58",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,0.020423452
4031,mucus,IL-33 (47),X24,"G8,H8",Sample ID: 4031 Sponge,1547.5,1528.5,874.69,56.52,184.77,184.77,101.71,55.04,NA,NA,1,"16,47",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,IL-33 (47),X16,"G6,H6",Sample ID: 4031 Tissue,368.3,349.3,9.55,2.59,45.71,45.71,1.19,2.6,NA,NA,1,"50,50",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,0.028131881
4034,epithelial brushings,IL-33 (47),X12,"G5,H5",Sample ID: 4034 Pellet,7291.5,7271.3,60.1,0.82,2243.26,2243.26,23.36,1.04,NA,NA,1,"31,12",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,0.518381987
4034,mucus,IL-33 (47),X36,"G11,H11",Sample ID: 4034 mucus,133.3,113,2.47,1.86,61.83,61.83,1.36,2.2,NA,NA,2,"50,50",expt1,4034 mucus,AERD+nosteroids,2,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4034,tissue,IL-33 (47),X26,"C9,D9",Sample ID: 4034 tissue,614.5,594.3,60.1,9.78,159.53,159.53,15.9,9.96,NA,NA,1,"55,50",expt1,4034 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2442.4373,expt1,NA,0.065315904
4037,epithelial brushings,IL-33 (47),X7,"E4,F4",Sample ID: 4037 Pellet,10996,10977,31.11,0.28,1593.23,1593.23,6.5,0.41,NA,NA,1,"207,245",expt2,4037 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,3765.3332,expt2,X7,0.423131212
4037,mucus,IL-33 (47),X25,"A9,B9",Sample ID: 4037 Sponge,2941,2922,156.27,5.31,348.27,348.27,18.7,5.37,NA,NA,1,"50,50",expt2,4037 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X25,NA
4040,epithelial brushings,IL-33 (47),X13,"A6,B6",Sample ID: 4040 Pellet,4339.5,4319.3,27.58,0.64,3645.59,3645.59,25.92,0.71,NA,NA,3,"113,91",expt1,4040 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2789.7992,expt1,NA,1.306757131
4040,mucus,IL-33 (47),X37,"A12,B12",Sample ID: 4040 mucus,4626,4605.8,656.2,14.18,1305.8,1305.8,209.56,16.02,NA,NA,1,"63,66",expt1,4040 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4040,tissue,IL-33 (47),X27,"E9,F9",Sample ID: 4040 tissue,5742.5,5722.3,480.13,8.36,1676.23,1676.23,165.7,9.88,NA,NA,1,"63,50",expt1,4040 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4586.2894,expt1,NA,0.365487184
4042,epithelial brushings,IL-33 (47),X14,"C6,D6",Sample ID: 4042 Pellet,1800.5,1780.3,16.26,0.9,476.41,476.41,4.43,0.93,NA,NA,1,"165,116",expt1,4042 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2385.6494,expt1,NA,0.199698246
4042,mucus,IL-33 (47),X38,"C12,D12",Sample ID: 4042 mucus,5093.3,5073,482.6,9.48,1457.33,1457.33,159.06,10.9,NA,NA,1,"64,55",expt1,4042 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4042,tissue,IL-33 (47),X28,"G9,H9",Sample ID: 4042 tissue,503,482.8,4.24,0.84,130.02,130.02,1.12,0.86,NA,NA,1,"66,57",expt1,4042 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1557.4886,expt1,NA,0.083480547
4048,epithelial brushings,IL-33 (47),X15,"E6,F6",Sample ID: 4048 Pellet,7247.3,7227,378.66,5.22,2226.09,2226.09,146.69,6.59,NA,NA,1,"132,121",expt1,4048 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3008.133,expt1,NA,0.740023795
4048,mucus,IL-33 (47),X39,"E12,F12",Sample ID: 4048 mucus,3532.8,3512.5,79.55,2.25,968.78,968.78,23.7,2.45,NA,NA,1,"50,70",expt1,4048 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4048,tissue,IL-33 (47),X29,"A10,B10",Sample ID: 4048 tissue,6619.3,6599,129.05,1.95,1988.84,1988.84,47.56,2.39,NA,NA,1,"50,50",expt1,4048 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2605.0263,expt1,NA,0.763462542
4049,epithelial brushings,IL-33 (47),X16,"G6,H6",Sample ID: 4049 Pellet,7808,7787.8,790.55,10.12,2448.35,2448.35,320.9,13.08,NA,NA,1,"50,76",expt1,4049 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3514.4816,expt1,NA,0.696646128
4049,mucus,IL-33 (47),X40,"G12,H12",Sample ID: 4049 mucus,1055.5,1035.3,16.97,1.61,276.28,276.28,4.51,1.63,NA,NA,1,"50,50",expt1,4049 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4049,tissue,IL-33 (47),X30,"C10,D10",Sample ID: 4049 tissue,4446,4425.8,11.31,0.25,1248.68,1248.68,3.57,0.29,NA,NA,1,"53,50",expt1,4049 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2279.8483,expt1,NA,0.547703108
4051,epithelial brushings,IL-33 (47),X8,"G4,H4",Sample ID: 4051 Pellet,2809.5,2790.5,368.4,13.11,332.58,332.58,43.88,13.19,NA,NA,1,"60,58",expt2,4051 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,5154.3078,expt2,X8,0.064524668
4051,mucus,IL-33 (47),X26,"C9,D9",Sample ID: 4051 Sponge,48.5,29.5,6.36,13.12,OOR <,5.94,2.07,34.99,NA,NA,2,"61,65",expt2,4051 Sponge,AERD+steroids,2,nasal mucus eluted in PI solution,NA,expt2,X26,NA
4051,tissue,IL-33 (47),X17,"A7,B7",Sample ID: 4051 Tissue,3581,3562,55.86,1.56,425.84,425.84,6.86,1.61,NA,NA,1,"50,62",expt2,4051 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,5529.3056,expt2,X17,0.077015096
4078,epithelial brushings,IL-33 (47),X9,"A5,B5",Sample ID: 4078 pellet,4994.5,4975.5,226.98,4.54,1211.37,1211.37,59.98,4.95,NA,NA,2,"117,118",expt2,4078 pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,6298.968,expt2,X9,0.192312455
4078,mucus,IL-33 (47),X27,"E9,F9",Sample ID: 4078 Sponge,189.5,170.5,4.24,2.24,22.9,22.9,0.56,2.45,NA,NA,1,"50,50",expt2,4078 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X27,NA
4078,tissue,IL-33 (47),X18,"C7,D7",Sample ID: 4078 Tissue,5949,5930,65.05,1.09,735.44,735.44,9.11,1.24,NA,NA,1,"131,184",expt2,4078 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,3054.789,expt2,X18,0.240749852
0,Background,IL-4 (53),B,"A1,B1",Reagent Name: Background0,11.5,11.5,0.71,6.15,NA,NA,NA,NA,NA,NA,1,"92,79",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
0,Background,IL-4 (53),B,"A1,B1",Reagent Name: Background0,12.5,12.5,2.12,16.97,NA,NA,NA,NA,NA,NA,1,"91,72",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-4 (53),X1,"A3,B3",Sample ID: QC1,172.3,159.8,3.18,1.85,0.38,0.38,0.01,1.88,NA,NA,1,"73,72",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-4 (53),X1,"A3,B3",Sample ID: QC1,73.5,62,2.12,2.89,0.46,0.46,0.01,3.21,NA,NA,1,"89,96",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-4 (53),S1,"C1,D1",Reagent Name: Standard1,14.5,3,0.71,4.88,0.02,0.02,0.01,32.86,0.02,81,1,"87,82",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-4 (53),S1,"C1,D1",Reagent Name: Standard1,25,12.5,2.83,11.31,0.02,0.02,0.01,36.71,0.02,94,1,"88,74",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-4 (53),X2,"C3,D3",Sample ID: QC2,2112.5,2100,61.52,2.91,4.18,4.18,0.11,2.72,NA,NA,1,"66,71",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-4 (53),X2,"C3,D3",Sample ID: QC2,773.5,762,0.71,0.09,4.73,4.73,0,0.09,NA,NA,1,"97,79",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-4 (53),S2,"E1,F1",Reagent Name: Standard2,24.5,13,0.71,2.89,0.1,0.1,0.01,5.44,0.1,106,1,"119,95",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-4 (53),S2,"E1,F1",Reagent Name: Standard2,55,42.5,0.71,1.29,0.1,0.1,0,1.74,0.1,107,1,"86,66",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-4 (53),S3,"G1,H1",Reagent Name: Standard3,68.8,57.3,1.77,2.57,0.43,0.43,0.01,2.9,0.39,110,1,"78,113",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-4 (53),S3,"G1,H1",Reagent Name: Standard3,168.8,156.3,3.18,1.89,0.38,0.38,0.01,1.92,0.39,96,1,"82,62",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-4 (53),S4,"A2,B2",Reagent Name: Standard4,233.8,222.3,22.98,9.83,1.52,1.52,0.15,9.58,1.56,97,1,"88,131",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-4 (53),S4,"A2,B2",Reagent Name: Standard4,742.3,729.8,2.47,0.33,1.58,1.58,0,0.31,1.56,101,1,"82,99",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-4 (53),S5,"C2,D2",Reagent Name: Standard5,978.5,967,45.96,4.7,5.9,5.9,0.26,4.39,6.25,94,1,"79,77",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-4 (53),S5,"C2,D2",Reagent Name: Standard5,3253.5,3241,96.87,2.98,6.27,6.27,0.18,2.8,6.25,100,1,"91,91",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-4 (53),S6,"E2,F2",Reagent Name: Standard6,4835.3,4823.8,124.1,2.57,25.97,25.97,0.62,2.37,25,104,1,"99,112",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-4 (53),S6,"E2,F2",Reagent Name: Standard6,13212,13199.5,91.92,0.7,24.97,24.97,0.19,0.75,25,100,1,"100,69",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-4 (53),S7,"G2,H2",Reagent Name: Standard7,19347,19335.5,162.63,0.84,100,100,1.25,1.24,100,100,1,"67,87",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-4 (53),S7,"G2,H2",Reagent Name: Standard7,37086.3,37073.8,706.75,1.91,100.03,100.03,3.73,3.73,100,100,1,"74,60",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3991,epithelial brushings,IL-4 (53),X3,"E3,F3",Sample ID: 3991 Pellet,22,9.5,4.24,19.28,OOR <,0.01,0.01,98.89,NA,NA,1,"215,213",expt2,3991 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,1465.8602,expt2,X3,6.82E-06
3994,epithelial brushings,IL-4 (53),X3,"E3,F3",Sample ID: 3994 Pellet,15.8,4.3,1.06,6.73,0.03,0.03,0.01,30.26,NA,NA,1,"96,146",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,9.66E-06
3994,tissue,IL-4 (53),X17,"A7,B7",Sample ID: 3994 tissue,52.5,41,3.54,6.73,0.31,0.31,0.03,8.15,NA,NA,1,"82,158",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,0.00014145
3995,epithelial brushings,IL-4 (53),X4,"G3,H3",Sample ID: 3995 Pellet,34,22.5,1.41,4.16,0.35,0.35,0.02,6.07,NA,NA,2,"122,115",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,0.000179581
3995,tissue,IL-4 (53),X18,"C7,D7",Sample ID: 3995 tissue,21.8,10.3,0.35,1.63,0.08,0.08,0,3.53,NA,NA,1,"78,80",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,4.87E-05
3996,epithelial brushings,IL-4 (53),X5,"A4,B4",Sample ID: 3996 Pellet,14.5,3,0.71,4.88,0.02,0.02,0.01,32.86,NA,NA,1,"165,395",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,6.86E-06
3996,tissue,IL-4 (53),X19,"E7,F7",Sample ID: 3996 tissue,35.3,23.8,0.35,1,0.19,0.19,0,1.43,NA,NA,1,"80,100",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,6.13E-05
3999,epithelial brushings,IL-4 (53),X4,"G3,H3",Sample ID: 3999 Pellet,28,15.5,1.41,5.05,0.06,0.06,0.01,12.83,NA,NA,2,"450,509",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,1.61E-05
3999,tissue,IL-4 (53),X14,"C6,D6",Sample ID: 3999 Tissue,90,77.5,1.41,1.57,0.19,0.19,0,1.79,NA,NA,1,"130,85",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,7.17E-05
4001,epithelial brushings,IL-4 (53),X5,"A4,B4",Sample ID: 4001 Pellet,18,5.5,1.41,7.86,OOR <,NA,0,0,NA,NA,1,"106,118",expt2,4001 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,7202.9292,expt2,X5,NA
4001,mucus,IL-4 (53),X23,"E8,F8",Sample ID: 4001 Sponge,22,9.5,4.24,19.28,OOR <,0.01,0.01,98.89,NA,NA,1,"75,104",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,IL-4 (53),X15,"E6,F6",Sample ID: 4001 Tissue,22,9.5,0,0,OOR <,0.01,0,0,NA,NA,1,"92,85",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,1.44E-06
4002,epithelial brushings,IL-4 (53),X6,"C4,D4",Sample ID: 4002 Pellet,21.5,10,3.54,16.44,0.08,0.08,0.03,36.4,NA,NA,1,"576,421",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,1.62E-05
4002,mucus,IL-4 (53),X31,"E10,F10",Sample ID: 4002 mucus,23.5,12,2.12,9.03,0.1,0.1,0.02,17.81,NA,NA,1,"107,109",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,IL-4 (53),X20,"G7,H7",Sample ID: 4002 tissue,21.5,10,2.12,9.87,0.08,0.08,0.02,21.78,NA,NA,1,"126,135",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,6.09E-05
4006,epithelial brushings,IL-4 (53),X7,"E4,F4",Sample ID: 4006 Pellet,11.8,0.3,0.35,3.01,OOR <,NA,NA,NA,NA,NA,3,"110,107",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,NA
4006,mucus,IL-4 (53),X32,"G10,H10",Sample ID: 4006 mucus,30.5,19,2.12,6.96,0.15,0.15,0.02,10.87,NA,NA,1,"189,112",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,IL-4 (53),X21,"A8,B8",Sample ID: 4006 tissue,11.8,0.3,0.35,3.01,OOR <,NA,NA,NA,NA,NA,1,"116,95",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,NA
4007,epithelial brushings,IL-4 (53),X8,"G4,H4",Sample ID: 4007 Pellet,11.5,0,0.71,6.15,OOR <,NA,NA,NA,NA,NA,3,"332,292",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,NA
4007,tissue,IL-4 (53),X22,"C8,D8",Sample ID: 4007 tissue,17,5.5,0,0,0.04,0.04,0,0,NA,NA,1,"341,531",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,1.81E-05
4012,epithelial brushings,IL-4 (53),X9,"A5,B5",Sample ID: 4012 Pellet,13.5,2,0.71,5.24,OOR <,0.02,0.01,66.75,NA,NA,2,"508,579",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,5.62E-06
4012,mucus,IL-4 (53),X33,"A11,B11",Sample ID: 4012 mucus,109.5,98,7.78,7.1,0.71,0.71,0.05,7.39,NA,NA,1,"137,125",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,IL-4 (53),X23,"E8,F8",Sample ID: 4012 tissue,26,14.5,1.41,5.44,0.11,0.11,0.01,9.67,NA,NA,1,"390,402",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,3.49E-05
4023,epithelial brushings,IL-4 (53),X10,"C5,D5",Sample ID: 4023 Pellet,21.5,10,2.12,9.87,0.08,0.08,0.02,21.78,NA,NA,1,"423,452",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,1.20E-05
4023,mucus,IL-4 (53),X34,"C11,D11",Sample ID: 4023 mucus,23,11.5,5.66,24.6,0.09,0.09,0.05,50.09,NA,NA,1,"197,227",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4023,tissue,IL-4 (53),X24,"G8,H8",Sample ID: 4023 tissue,15,3.5,1.41,9.43,0.02,0.02,0.01,52.8,NA,NA,1,"109,106",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,4.83E-06
4027,epithelial brushings,IL-4 (53),X11,"E5,F5",Sample ID: 4027 Pellet,12.5,1,0.71,5.66,OOR <,NA,0,0,NA,NA,2,"599,510",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,NA
4027,mucus,IL-4 (53),X35,"E11,F11",Sample ID: 4027 mucus,10,-1.5,0,0,OOR <,NA,NA,NA,NA,NA,1,"123,100",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,IL-4 (53),X25,"A9,B9",Sample ID: 4027 tissue,21,9.5,1.41,6.73,0.08,0.08,0.01,15.37,NA,NA,1,"106,184",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,3.41E-05
4031,epithelial brushings,IL-4 (53),X6,"C4,D4",Sample ID: 4031 Pellet,21,8.5,0,0,OOR <,0.01,0,0,NA,NA,1,"266,447",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,2.11E-06
4031,mucus,IL-4 (53),X24,"G8,H8",Sample ID: 4031 Sponge,261.5,249,26.16,10,0.58,0.58,0.06,9.8,NA,NA,1,"109,265",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,IL-4 (53),X16,"G6,H6",Sample ID: 4031 Tissue,17.8,5.3,0.35,1.99,OOR <,NA,0,0,NA,NA,1,"92,81",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,NA
4034,epithelial brushings,IL-4 (53),X12,"G5,H5",Sample ID: 4034 Pellet,15.5,4,2.12,13.69,0.03,0.03,0.02,66.29,NA,NA,1,"316,58",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,6.93E-06
